# form	capitalised	lower-case	works — tools/names.py
# proper names the corpus capitalises, reduced to the lemma. They go
# in as `np`, so the nominal track and nothing else.
мейрамгуль	0	0	0
мейрамжан	0	0	0
мейрамкуль	0	0	0
мейрамкүл	0	0	0
мейрамов	0	0	0
мейрамғали	0	0	0
мейрамұлы	0	0	0
мейранбек	0	0	0
мейрас	0	0	0
мейрат	0	0	0
мейраш	0	0	0
мейрбек	0	0	0
мейрбеков	0	0	0
мейрбекұлы	0	0	0
мейргул	0	0	0
мейргуль	0	0	0
мейрембаев	0	0	0
мейремхан	0	0	0
мейржан	0	0	0
мейримжан	0	0	0
мейримхан	0	0	0
мейркул	0	0	0
мейркуль	0	0	0
мейрлан	0	0	0
мейрман	0	0	0
мейрманов	0	0	0
мейрхан	0	0	0
мейрханов	0	0	0
мейрхат	0	0	0
мейрімжан	0	0	0
мейрімхан	0	0	0
мейірбекұлы	0	0	0
мейіргүл	0	0	0
мейіркүл	0	0	0
мейірлан	0	0	0
мейірлан	0	0	0
мейірхан	0	0	0
мейірхат	0	0	0
мейірімжан	0	0	0
мекебай	0	0	0
мекеев	0	0	0
мекембай	0	0	0
мекенбаев	0	0	0
мекенбай	0	0	0
мелдебеков	0	0	0
мелдехан	0	0	0
мелдеханов	0	0	0
мелдешов	0	0	0
мелек	0	0	0
меликовтің	0	0	0
мелиса	0	1	1
мелисса	0	0	0
мельс	0	0	0
меліс	0	0	0
мендибек	0	0	0
мендигалиев	0	0	0
мендиганым	0	0	0
мендигул	0	0	0
мендигуль	0	0	0
мендикулов	0	0	0
мендыбаев	0	0	0
мендыбай	0	0	0
мендыгали	0	0	0
мендыгалиев	0	0	0
мендыгуль	0	0	0
менешов	0	0	0
мензипа	0	0	0
менлибаев	0	0	0
менлибеков	0	0	0
менслу	0	0	0
мералиев	0	0	0
мерболат	0	0	0
мерболат	0	0	0
мерверт	0	0	0
мервет	0	0	0
мергембаев	0	0	0
мергенов	0	0	0
мергуль	0	0	0
мергүл	0	0	0
мереев	0	0	0
мерейбек	0	0	0
мерейгүл	0	0	0
мерейлим	0	0	0
мерейлім	0	0	0
мерейхан	0	0	0
мерейұлы	0	0	0
мерекеев	0	0	0
мерекенов	0	0	0
мерекеұлы	0	0	0
мержан	0	0	0
мерлан	0	0	0
меруэрт	0	0	0
мерхан	0	0	0
мерхат	0	0	0
мерғали	0	0	0
мехмет	0	0	0
мехран	0	0	0
мехрибан	0	0	0
мешелов	0	0	0
мещеркина	0	0	0
меңдібаев	0	0	0
меңдіғали	0	0	0
меңдіғалиев	0	0	0
мидина	0	0	0
мизамбаев	0	0	0
мизамов	0	0	0
мизамхан	0	0	0
микаил	0	0	0
милена	0	0	0
минада	0	0	0
минаим	0	0	0
минайдаров	0	0	0
минар	0	0	0
минара	0	0	0
минбаев	0	0	0
минжасаров	0	0	0
минниагзам	0	0	0
минслу	0	0	0
минуара	0	0	0
минура	0	0	0
мирагул	0	0	0
мирагуль	0	0	0
мираз	0	0	0
мирай	0	0	0
мирали	0	0	0
миралиев	0	0	0
мирам	0	0	0
мирамбай	0	0	0
мирамбек	0	0	0
мирамбеков	0	0	0
мирамбекұлы	0	0	0
мирамгали	0	0	0
мирамгул	0	0	0
мирамгуль	0	0	0
мирамгүл	0	0	0
мирамкул	0	0	0
мирамкуль	0	0	0
мирамкүл	0	0	0
мирамов	0	0	0
мирамхан	0	0	0
миран	0	0	0
мирана	0	0	0
миранбек	0	0	0
мирасбек	0	0	0
мирасхан	0	0	0
мирасұлы	0	0	0
мираш	0	0	0
мирбек	0	0	0
мирбол	0	0	0
мирболат	0	0	0
мирбулат	0	0	0
миргали	0	0	0
миргул	0	0	0
миргуль	0	0	0
миргүл	0	0	0
мирзабаев	0	0	0
мирзабай	0	0	0
мирзабек	0	0	0
мирзабеков	0	0	0
мирзагали	0	0	0
мирзаев	0	0	0
мирзакулов	0	0	0
мирзалиев	0	0	0
мирзахан	0	0	0
мирзаханов	0	0	0
мирзахмедов	0	0	0
мирзахметов	0	0	0
мирзиёев	0	0	0
мирлан	0	0	0
мирлан	0	0	0
мирманов	0	0	0
миромонович	0	0	0
мирослав	0	0	0
мирослава	0	0	0
мирхан	0	0	0
мирхат	0	0	0
мифтахова	0	0	0
михал	0	0	0
михаэль	0	0	0
мичурино	0	0	0
мишениннің	0	0	0
мишустин	0	0	0
миятбек	0	0	0
мнайдаров	0	0	0
мнаура	0	0	0
мобиус	0	0	0
мозер	0	0	0
молбаев	0	0	0
молдабергенов	0	0	0
молдажан	0	0	0
молдакулов	0	0	0
молдалиев	0	0	0
молдамуратов	0	0	0
молдатаев	0	0	0
молдахан	0	0	0
молдаханов	0	0	0
молдашев	0	0	0
молдашов	0	0	0
молдағасымованың	0	0	0
молдақұлов	0	0	0
молдер	0	0	0
молдияр	0	0	0
молдияров	0	0	0
молдован	0	0	0
молдыбаев	0	0	0
молдыр	0	0	0
молдың	0	0	0
молдір	0	0	0
молжигитов	0	0	0
молл	0	0	0
мольдир	0	0	0
мольдр	0	0	0
мольдыр	0	0	0
момбаев	0	0	0
моминов	0	0	0
момынкулов	0	0	0
момынов	0	0	0
момышев	0	0	0
моноқалаларды	0	0	0
монтаев	0	0	0
монтаев	0	0	0
монтайдың	0	0	0
монтайтас	0	0	0
морозова	0	0	0
моторс	0	0	0
мохинур	0	0	0
мохира	0	0	0
моңғолияға	0	0	0
мубараков	0	0	0
мубина	0	0	0
мугалов	0	0	0
мугилсин	0	0	0
мугульсум	0	0	0
мудряк	0	0	0
музапаров	0	0	0
мукангалиев	0	0	0
мукеев	0	0	0
мукушев	0	0	0
мукушов	0	0	0
мулдабеков	0	0	0
мулдагалиев	0	0	0
мулдашев	0	0	0
мулдир	0	0	0
мульдир	0	0	0
мумина	0	0	0
муминов	0	0	0
муналбаев	0	0	0
мунарбаев	0	0	0
мунбаев	0	0	0
муниса	0	0	0
мунлык	0	0	0
муратали	0	0	0
муратказы	0	0	0
мураткали	0	0	0
мураткалиев	0	0	0
муратханов	0	0	0
муратұлы	0	0	0
мурзабаев	0	0	0
мурзабай	0	0	0
мурзабек	0	0	0
мурзабеков	0	0	0
мурзагали	0	0	0
мурзагалиев	0	0	0
мурзагулов	0	0	0
мурзаканов	0	0	0
мурзакулов	0	0	0
мурзалиев	0	0	0
мурзалин	0	0	0
мурзатаев	0	0	0
мурзатай	0	0	0
мурзахметов	0	0	0
мурзашев	0	0	0
мурзин	0	0	0
мурзинов	0	0	0
мурманскіге	0	0	0
мурод	0	0	0
муродбек	0	0	0
мурсалиев	0	0	0
мурсалимов	0	0	0
мурсалов	0	0	0
мусагулов	0	0	0
мусаинов	0	0	0
мусаипов	0	0	0
мусаканов	0	0	0
мусакулов	0	0	0
мусалимов	0	0	0
мусанов	0	0	0
мусапиров	0	0	0
мусағали	0	0	0
мусенов	0	0	0
мусиев	0	0	0
мусилим	0	0	0
мусилимов	0	0	0
мусинов	0	0	0
мусирали	0	0	0
мусиралиев	0	0	0
мусиров	0	0	0
муслимов	0	0	0
муслимхан	0	0	0
мусралиев	0	0	0
мусралинов	0	0	0
мустафинов	0	0	0
мустахима	0	0	0
мустахимов	0	0	0
муталип	0	0	0
муталипов	0	0	0
мутиев	0	0	0
мутынов	0	0	0
мухагали	0	0	0
мухаев	0	0	0
мухажанов	0	0	0
мухамад	0	0	0
мухамади	0	0	0
мухамбетали	0	0	0
мухамбеталин	0	0	0
мухамедали	0	0	0
мухамедгалиев	0	0	0
мухамедкалиев	0	0	0
мухамедрахим	0	0	0
мухамедрахимов	0	0	0
мухамедьяр	0	0	0
мухамедьяров	0	0	0
мухамедәли	0	0	0
мухамедәлі	0	0	0
мухаметали	0	0	0
мухаметгали	0	0	0
мухаметгалиев	0	0	0
мухаметкалий	0	0	0
мухаметкан	0	0	0
мухаметкарим	0	0	0
мухаметкаримов	0	0	0
мухаметов	0	0	0
мухаметрахимов	0	0	0
мухаметшин	0	0	0
мухаметқали	0	0	0
мухаммадали	0	0	0
мухаммадамин	0	0	0
мухаммедали	0	0	0
мухаммедамин	0	0	0
мухаммедәли	0	0	0
мухаммедәлі	0	0	0
муханбетали	0	0	0
муханбетжанов	0	0	0
муханбеткали	0	0	0
муханбеткалиев	0	0	0
мухангалиев	0	0	0
мухат	0	0	0
мухатаев	0	0	0
мухатай	0	0	0
мухашев	0	0	0
мухашов	0	0	0
мухиддин	0	0	0
мухидин	0	0	0
мухитжан	0	0	0
мухтарханов	0	0	0
мухтарұлы	0	0	0
мухтор	0	0	0
муқағали	0	0	0
мыктыбеков	0	0	0
мылтыкбаев	0	0	0
мылтықбай	0	0	0
мынжасаров	0	0	0
мырат	0	0	0
мырзабаев	0	0	0
мырзабекұлы	0	0	0
мырзагалий	0	0	0
мырзагелдиев	0	0	0
мырзагуль	0	0	0
мырзаев	0	0	0
мырзаканов	0	0	0
мырзакелді	0	0	0
мырзакент	0	0	0
мырзакерім	0	0	0
мырзакуль	0	0	0
мырзали	0	0	0
мырзалин	0	0	0
мырзамуратов	0	0	0
мырзамұрат	0	0	0
мырзанов	0	0	0
мырзатайұлы	0	0	0
мырзаханов	0	0	0
мырзашев	0	0	0
мырзашов	0	0	0
мырзашоқы	0	0	0
мырзағұлов	0	0	0
мырзақасым	0	0	0
мырзақұлов	0	0	0
мысаев	0	0	0
мықтыбек	0	0	0
мыңжасаров	0	0	0
мэлс	0	0	0
мэльс	0	0	0
мээрим	0	0	0
мюнхенге	0	0	0
міниғұлов	0	0	0
мініғұлов	0	0	0
мініғұловты	0	0	0
міржан	0	0	0
мүйтенбаев	0	0	0
мүслим	0	3	1
мүсілімов	0	0	0
мүтәлі	0	0	0
мұзаффар	0	0	0
мұнайгаз	0	4	1
мұрал	0	0	0
мұратбекұлы	0	0	0
мұратхан	0	0	0
мұратхан	0	0	0
мұратханов	0	0	0
мұратханқызы	0	0	0
мұратханұлы	0	0	0
мұратқали	0	0	0
мұратұлы	0	0	0
мұратұлы	0	0	0
мұртазин	0	0	0
мұсабеков	0	0	0
мұсаев	0	0	0
мұсатов	0	0	0
мұсаходжаева	0	0	0
мұстафина	0	0	0
мұстахим	0	0	0
мұхамадиеваның	0	0	0
мұхамбеталин	0	0	0
мұхамбетқали	0	0	0
мұхамбетәли	0	0	0
мұхамедали	0	0	0
мұхамеджанова	0	0	0
мұхамедиұлы	0	0	0
мұхамедқали	0	0	0
мұхамедқызы	0	0	0
мұхамедұлы	0	0	0
мұхамедәли	0	0	0
мұхамедәлі	0	0	0
мұхаметали	0	0	0
мұхаметалин	0	0	0
мұхаметхан	0	0	0
мұхаметқали	0	0	0
мұхаметәли	0	0	0
мұхаметәлі	0	0	0
мұхаммедали	0	0	0
мұхаммедамин	0	0	0
мұхаммедияр	0	0	0
мұхаммедхан	0	0	0
мұхаммедқали	0	0	0
мұхаммедәли	0	0	0
мұхаммедәлі	0	0	0
мұхаммедәмин	0	0	0
мұхан	0	0	0
мұханбет	0	0	0
мұханбеталин	0	0	0
мұханбетжан	0	0	0
мұханбетов	0	0	0
мұханбетқали	0	0	0
мұханов	0	0	0
мұхасан	0	0	0
мұхат	0	0	0
мұхатай	0	0	0
мұхағали	0	0	0
мұхитов	0	0	0
мұхитқызының	0	0	0
мұхитұлы	0	0	0
мұхтарбек	0	0	0
мұхтаров	0	0	0
мұхтарұлы	0	0	0
мұқажанов	0	0	0
мұқасан	0	0	0
мұқатаев	0	0	0
мұқтархан	0	0	0
мәдиев	0	0	0
мәдихан	0	0	0
мәдияр	0	0	0
мәдиұлы	0	0	0
мәжитов	0	0	0
мәжілісі	0	18	6
мәжілісіндегі	0	1	1
мәжіт	0	0	0
мәлібеков	0	0	0
мәлікұлы	0	0	0
мәмбетованың	0	0	0
мәмбетоваға	0	0	0
мәмс	0	0	0
мәнсия	0	0	0
мәнсүр	0	0	0
мәншук	0	0	0
мәрияш	0	0	0
мәриәм	0	0	0
мәрлен	0	0	0
мәтенов	0	0	0
мәштексай	0	0	0
мөлдир	0	0	0
набатов	0	0	0
набия	0	0	0
нават	0	0	0
наврузбаев	0	0	0
наврузбек	0	0	0
нагашбаев	0	0	0
нагашбай	0	0	0
нагашбек	0	0	0
нагашибаев	0	0	0
нагашибай	0	0	0
нагашыбаев	0	0	0
нагиев	0	0	0
нагимаш	0	0	0
нагиметов	0	0	0
нагимов	0	0	0
нагипа	0	0	0
нагира	0	0	0
нагия	0	0	0
нагманов	0	0	0
нагметов	0	0	0
нагуманов	0	0	0
надеждин	0	0	0
надина	0	0	0
надира	0	0	0
надирбеков	0	0	0
надыр	0	0	0
надырбаев	0	0	0
надырбеков	0	0	0
надыров	0	0	0
наженов	0	0	0
нажимов	0	0	0
нажия	0	0	0
нажмадинов	0	0	0
назарали	0	0	0
назаралиев	0	0	0
назаралиев	0	0	0
назарбаева	0	0	0
назарбаеваға	0	0	0
назарбаевқа	0	0	0
назарбековтер	0	0	0
назарбекұлы	0	0	0
назаркулов	0	0	0
назарова	0	0	0
назарханов	0	0	0
назбек	0	0	0
назгуль	0	0	0
наздана	0	10	1
назерке	0	1	1
назеркем	0	0	0
назигуль	0	0	0
назигүл	0	0	0
назикул	0	0	0
назикуль	0	0	0
назила	0	0	0
назиля	0	0	0
назима	0	0	0
назимгуль	0	0	0
назимкуль	0	0	0
назиров	0	0	0
назифа	0	0	0
назлы	0	0	0
назмина	0	0	0
назугум	0	0	0
назыгуль	0	0	0
назыгүл	0	3	2
назыкен	0	0	0
назылы	0	0	0
назымбеков	0	0	0
назымгул	0	0	0
назымгуль	0	0	0
назымгүл	0	0	0
назымкул	0	0	0
назымкуль	0	0	0
назымкүл	0	0	0
назымхан	0	0	0
назыров	0	0	0
наила	0	0	0
наиль	0	0	0
наиля	0	0	0
наима	0	0	0
наина	0	0	0
наира	0	0	0
найзабаев	0	0	0
найзабеков	0	0	0
найля	0	0	0
найманбаев	0	0	0
найманов	0	0	0
наймантаев	0	0	0
найра	0	0	0
накенов	0	0	0
накипбеков	0	0	0
накипов	0	0	0
накисбеков	0	0	0
накупов	0	0	0
накыпбек	0	0	0
накыпбеков	0	0	0
налибаев	0	0	0
налобин	0	0	0
налтаев	0	0	0
намазалы	0	0	0
намазбаев	0	0	0
намазбай	0	0	0
намазбеков	0	0	0
намазов	0	0	0
наметкулов	0	0	0
наметов	0	0	0
напиза	0	0	0
написа	0	0	0
нарбаев	0	0	0
нарбеков	0	0	0
нарбол	0	0	0
нарботаев	0	0	0
наргиз	0	0	0
наргиза	0	0	0
наргис	0	0	0
наргиса	0	0	0
наргуль	0	0	0
наргүл	0	0	0
наренов	0	0	0
наржанов	0	0	0
нарзангуль	0	0	0
нарима	0	0	0
нариманұлы	0	0	0
наримбетов	0	0	0
нарина	0	0	0
наркен	0	0	0
наркенже	0	0	0
наркиз	0	0	0
наркиза	0	0	0
наркулов	0	0	0
нармагамбетов	0	0	0
нарманов	0	0	0
нарметов	0	0	0
нармин	0	0	0
нармина	0	0	0
нартаев	0	0	0
нартайұлы	0	0	0
нартбаев	0	0	0
нарул	0	0	0
нарухито	0	0	0
нарухитоны	0	0	0
нарымбаев	0	0	0
нарынбаев	0	0	0
нарынбек	0	0	0
нарынбек	0	0	0
нарұл	0	0	0
насдак	0	0	0
насенов	0	0	0
насиба	0	0	0
насибуллин	0	0	0
насиев	0	0	0
насипа	0	0	0
насипжан	0	0	0
насипкали	0	0	0
насипкалиев	0	0	0
насипканым	0	0	0
насипкул	0	0	0
насипкуль	0	0	0
насипов	0	0	0
насира	0	0	0
насиров	0	0	0
насыров	0	0	0
натан	0	0	0
науанов	0	0	0
науаткуль	0	0	0
науатхан	0	0	0
наукенов	0	0	0
науразбаев	0	0	0
наурзалиев	0	0	0
наурзалин	0	0	0
наурзбаев	0	0	0
наурзбай	0	0	0
наурзбек	0	0	0
наурзбеков	0	0	0
наурзгалиев	0	0	0
наурузбаев	0	0	0
наурузбай	0	0	0
наурузов	0	0	0
наурызбайұлы	0	0	0
наурызбек	0	0	0
наурызбеков	0	0	0
наурызбекұлы	0	0	0
наурызгуль	0	0	0
наурызгүл	0	1	1
наурызов	0	0	0
наурызхан	0	0	0
наурызы	0	2	2
наурызымға	0	0	0
наурызғали	0	0	0
наушабаев	0	0	0
наханов	0	0	0
нахипов	0	0	0
нахчыван	0	0	0
нахчыванда	0	0	0
нағашбай	0	0	0
нағашбек	0	0	0
нағашыбаев	0	0	0
нағашыбай	0	0	0
нағашыбек	0	0	0
нағашыбекұлы	0	0	0
нақыпқызы	0	0	0
наһаянды	0	0	0
негметжанов	0	0	0
негметов	0	0	0
нейла	0	0	0
нейля	0	0	0
нелли	0	0	0
нелля	0	0	0
неля	0	0	0
неля	0	0	0
несбели	0	0	0
несибелды	0	0	0
несибельды	0	0	0
несипбеков	0	0	0
несипгуль	0	0	0
несипжамал	0	0	0
несипкан	0	0	0
несипкуль	0	0	0
несипхан	0	0	0
несіпкүл	0	0	0
нетфликс	0	0	0
нива	0	1	1
нигара	0	0	0
нигина	0	0	0
нигматуллин	0	0	0
нигметов	0	0	0
нигора	0	0	0
ниетбаев	0	0	0
ниетбай	0	0	0
ниетжан	0	0	0
низамхан	0	0	0
никкэй	0	0	0
