# stem	patterns	forms	book-weight	bare — tools/discover.py
# candidates, not entries: read them before admitting them.
# `bare` is how many books write the stem on its own.
сельпо	3	3	14	8
үшбас	6	4	14	8
жанымхан	4	4	13	8
мамабике	3	3	13	8
сарысүмбе	5	5	13	8
списогі	3	3	13	8
тюильри	4	4	13	8
ходжанов	6	4	13	8
максимыч	10	4	12	8
троекуров	9	5	12	8
фессалия	4	4	12	8
франграсйан	3	3	11	8
бадақшан	7	5	10	8
қазақконцерт	6	3	10	8
навахо	8	5	10	8
сүлікқара	4	4	10	8
аязхан	4	4	9	8
әбуғалисина	3	3	9	8
боккаччо	4	3	9	8
плебс	5	3	9	8
таңсыққожа	3	3	9	8
тоқбике	3	3	9	8
шэньси	5	4	9	8
дәулетбике	3	3	8	8
субэтнос	5	3	8	8
әлқожа	3	3	7	8
главка	3	3	7	8
кангдиз	6	3	7	8
кандид	7	3	7	8
комдив	7	3	7	8
сановник	7	3	7	8
сарымырза	3	3	7	8
ячейке	4	3	7	8
гиперболизация	4	3	6	8
қазығұл	8	3	6	8
мақұлбай	5	3	6	8
пневма	3	3	6	8
хэнань	5	3	6	8
стоик	13	7	53	7
жертарап	13	7	37	7
програм	14	9	36	7
поппе	3	3	24	7
құлжабек	13	7	20	7
магнитка	6	5	20	7
синдикализм	9	7	18	7
гумбольд	8	3	17	7
айчуваков	3	3	16	7
валгалла	4	4	16	7
түркмения	3	3	16	7
хасанхан	5	4	16	7
валькирия	8	5	14	7
мокасин	11	6	14	7
сорбұлақ	9	5	14	7
циркуляция	4	3	14	7
меланезия	5	4	13	7
монтескьё	3	3	13	7
нехлюдов	8	4	13	7
шұбарқұдық	10	5	13	7
байкөбек	11	5	12	7
бенгалия	3	3	12	7
зеркүл	8	3	12	7
этнографизм	8	3	12	7
идальго	7	5	11	7
қошоба	3	3	11	7
нүрилә	5	5	11	7
суматра	5	5	11	7
шакьямуни	5	4	11	7
жайлаубек	9	4	10	7
жанбозов	7	4	10	7
меңдіқыз	9	4	10	7
эпоним	4	3	10	7
гнозис	7	4	9	7
гречко	3	3	9	7
жарқұдық	8	4	9	7
кенжеғара	3	3	9	7
офелия	3	3	9	7
паннония	3	3	9	7
шлегель	9	4	9	7
жамантік	9	3	8	7
қамидолла	4	4	8	7
қарамашақ	9	4	8	7
органон	5	3	8	7
праджапати	6	3	8	7
сакля	5	4	8	7
тұзтөбе	3	3	8	7
фазылов	5	3	8	7
арпоксай	4	3	7	7
великорус	6	3	7	7
жаппасбай	4	3	7	7
жұбанбас	6	3	7	7
сұлтанқұл	7	3	7	7
тілеубек	9	3	7	7
әмірзада	3	3	6	7
берданка	4	3	6	7
гештальт	4	3	6	7
гүлзия	3	3	6	7
есімқан	4	3	6	7
жайлыбеков	6	3	6	7
жалмағамбет	3	3	6	7
мамбеев	6	3	6	7
ординарец	6	3	6	7
сәменбет	5	3	6	7
червяков	7	3	6	7
эротика	4	4	53	6
халеке	9	9	43	6
прототүркі	12	7	28	6
шераға	7	6	26	6
дхарма	5	4	21	6
спасскі	6	6	20	6
аристотелизм	8	4	18	6
бекки	9	6	18	6
консорция	10	7	17	6
дөңқара	7	7	16	6
интеллекция	3	3	16	6
киплинг	10	4	16	6
прилавка	3	3	16	6
төлебике	5	5	15	6
мұхамедияров	10	4	14	6
родриго	5	5	14	6
славянофил	6	3	14	6
тохарстан	6	4	14	6
абызов	5	3	13	6
жалғызкөз	8	3	13	6
мазепа	3	3	13	6
трудармия	4	4	13	6
учите	4	4	13	6
донсков	6	4	12	6
конфиска	3	3	12	6
медучилище	3	3	12	6
нарқамыс	10	5	12	6
ашғабад	10	5	11	6
беллетристика	5	5	11	6
леспромхоз	11	4	11	6
сайлыбек	9	3	11	6
шайбанилық	8	4	11	6
афиндық	8	4	10	6
бизянов	5	3	10	6
болонья	3	3	10	6
жиренкөл	10	4	10	6
шетқурай	4	3	10	6
шешенстан	5	3	10	6
бозжанов	7	3	9	6
гувернантка	5	4	9	6
интелегенция	3	3	9	6
құмтөбе	4	3	9	6
ракитин	7	4	9	6
сұржекей	5	4	9	6
таянов	5	3	9	6
ханбике	3	3	9	6
хасенхан	5	4	9	6
шацкий	4	3	9	6
голгофа	4	4	8	6
горгона	5	3	8	6
кенжанбай	4	3	8	6
милютин	3	3	8	6
неверов	5	3	8	6
охранка	3	3	8	6
рукуғ	8	4	8	6
сатурналий	7	4	8	6
акчурин	5	3	7	6
арлекин	6	3	7	6
запорож	6	3	7	6
каравелла	3	3	7	6
кобзев	7	3	7	6
көпбол	7	3	7	6
кремлев	7	3	7	6
құтжол	8	3	7	6
шалқаров	7	3	7	6
эскадрилья	3	3	7	6
көртоғай	4	3	6	6
ойрантөбе	3	3	6	6
өндірқара	3	3	6	6
стикс	6	3	6	6
сяньби	5	3	6	6
фаланга	4	3	6	6
шоражан	4	3	6	6
денотация	20	18	36	5
этикетка	11	8	28	5
кинокартина	14	9	25	5
эзотеризм	11	8	24	5
провинциал	5	3	23	5
гракх	15	7	22	5
майлықара	8	6	20	5
алдеке	3	3	18	5
гугенот	10	5	18	5
сюртугі	3	3	18	5
көктүрк	13	7	17	5
көксандал	8	3	16	5
осборн	13	7	16	5
хионит	6	3	16	5
бозаман	8	6	15	5
бұлғария	5	4	15	5
мұхтархан	5	4	15	5
урваши	6	3	15	5
ғаждамбек	10	4	14	5
жақсықылыш	13	6	14	5
кейптаун	6	4	14	5
мәжнүнкөк	10	5	14	5
промсол	9	4	14	5
ботабек	13	6	13	5
этимолог	10	5	13	5
жолдыөзек	7	3	12	5
саутгемптон	7	5	12	5
қуеке	3	3	11	5
расхот	6	4	11	5
гегемон	3	3	10	5
колаксай	4	3	10	5
қарүлек	9	4	10	5
қостөре	4	4	10	5
садвокасов	3	4	10	5
сәулебек	11	5	10	5
хумбаба	3	3	10	5
досмайыл	11	4	9	5
карачи	3	3	9	5
кетебике	3	3	9	5
көктұйғын	3	3	9	5
неоплатоник	6	3	9	5
нюхалов	4	4	9	5
спецовка	5	3	9	5
трансильвания	4	4	9	5
түктіаяқ	7	3	9	5
херсонес	5	3	9	5
ашгабад	6	3	8	5
бодаубек	9	4	8	5
куртизанка	5	3	8	5
қалмұратов	5	3	8	5
қиясбай	5	3	8	5
надсон	3	3	8	5
покотилов	3	3	8	5
сосновка	4	4	8	5
телшора	3	3	8	5
тойымбай	4	3	8	5
ьіза	5	3	8	5
бегдаш	7	3	7	5
джакупов	7	3	7	5
кеңжанбай	3	3	7	5
конкурент	5	3	7	5
кронштад	7	3	7	5
қараорман	4	3	7	5
маккензи	4	3	7	5
нүптебек	9	3	7	5
потребсоюз	9	3	7	5
таврида	3	3	7	5
физиогномика	3	3	7	5
херувим	5	3	7	5
эйфория	4	3	7	5
эльдорадо	3	3	7	5
великорос	6	3	6	5
жезбике	3	3	6	5
заготскот	5	3	6	5
кабарда	4	3	6	5
көкарал	7	3	6	5
нарбут	3	3	6	5
растиньяк	7	3	6	5
трансцендентализм	4	3	6	5
фраварти	6	3	6	5
һиндустан	4	3	6	5
шаштөбе	3	3	6	5
жантеке	4	4	36	4
жәмбілбел	16	8	24	4
марғышаһ	13	9	24	4
ақзарбап	10	5	20	4
монофизит	8	4	20	4
жатынжай	8	6	19	4
экспликация	6	5	17	4
раманқұл	14	6	16	4
кинолента	8	6	15	4
кеңөзек	13	6	14	4
күлғасыл	13	5	14	4
равенна	5	5	14	4
сараңбай	6	5	14	4
театрал	6	3	14	4
яғмус	11	6	14	4
гиксос	6	3	13	4
кенжеқыз	8	4	13	4
қайынсіңлі	4	3	13	4
машбюро	4	4	13	4
митраизм	8	5	13	4
патрокл	11	4	13	4
шағдатхан	5	4	13	4
алниязов	3	3	12	4
кавказия	5	5	12	4
саятқора	5	5	12	4
танзимат	8	5	12	4
тұлымқожа	4	4	12	4
узус	7	4	12	4
формализация	7	5	12	4
ақмадия	4	4	11	4
ғауазжан	6	4	11	4
каноник	10	4	11	4
комбинаторика	6	5	11	4
меһрасып	8	4	11	4
мүкарама	4	4	11	4
өгдүлміш	10	4	11	4
аяуке	4	4	10	4
ғашірбек	12	5	10	4
дөртуіл	11	4	10	4
кемализм	7	4	10	4
мафруза	4	4	10	4
пенжагі	3	3	10	4
пиетизм	7	5	10	4
поэтизм	5	3	10	4
тоқмамбет	4	3	10	4
автандил	9	4	9	4
ақөзек	8	4	9	4
кескентерек	10	4	9	4
нидерландия	3	3	9	4
панург	7	3	9	4
сарыеке	5	4	9	4
симфонизм	3	3	9	4
утнапишти	6	3	9	4
филистимлян	8	4	9	4
бакенбард	7	3	8	4
көккөл	6	3	8	4
манвантара	4	3	8	4
сарыалатегеш	8	4	8	4
семиосфера	4	4	8	4
списокте	5	3	8	4
схоласт	8	4	8	4
тагимасад	7	3	8	4
түбежік	7	4	8	4
дидона	3	3	7	4
қисыбай	4	3	7	4
профанация	5	3	7	4
успения	3	3	7	4
айдарқұл	8	3	6	4
алаукеш	6	3	6	4
альтинг	7	3	6	4
зоосемиотика	3	3	6	4
кистеневка	3	3	6	4
қарпықбай	4	3	6	4
құланайжарқын	3	3	6	4
одғұрмыш	7	3	6	4
соғдиана	3	3	6	4
талдыөзек	7	3	6	4
институция	25	17	74	3
немқұрай	13	9	52	3
трансценденталь	8	3	35	3
кенорын	12	6	34	3
паттерн	27	14	34	3
ахеменид	6	3	22	3
пятигорскі	5	5	21	3
түгеншеке	4	5	21	3
ізбай	6	6	20	3
пашпырт	10	6	19	3
қойшеке	4	4	16	3
аксиоматика	6	6	15	3
жантөкеш	10	5	15	3
мамағаш	6	3	15	3
ындысте	3	3	14	3
амахраспанд	11	5	13	3
көзалшаһ	11	6	13	3
милықұдық	9	5	13	3
прототүрк	7	4	13	3
субстантив	10	5	13	3
конфеске	6	4	12	3
күнасыл	12	6	12	3
методизм	10	6	12	3
печат	4	3	12	3
пигмей	8	4	12	3
пропозиция	8	5	12	3
тұлымби	7	4	12	3
ашғабат	7	4	11	3
доусон	5	4	11	3
мельбурн	5	4	11	3
смердяков	11	5	11	3
эйнхерий	6	3	11	3
аржелуз	10	5	10	3
грушницкий	5	4	10	3
гілгәмеш	11	5	10	3
қотанкөл	9	3	10	3
ламанча	6	5	10	3
лиговская	8	5	10	3
мифологизм	9	5	10	3
священик	9	4	10	3
тәжбақыт	8	5	10	3
тәжмахал	7	3	10	3
феллага	7	5	10	3
гүлнахал	10	3	9	3
жазеке	3	3	9	3
партпел	9	3	9	3
приемда	4	4	9	3
байматай	5	4	8	3
грамматология	3	3	8	3
доместикация	3	3	8	3
жайынбек	7	3	8	3
жүңго	4	4	8	3
кангюйлік	6	3	8	3
ктесифон	6	4	8	3
қалиевич	7	3	8	3
қарықбол	8	3	8	3
маздаясна	8	4	8	3
мехколонна	3	3	8	3
мүзіке	4	4	8	3
нарвал	10	4	8	3
орқызыл	11	4	8	3
саршаян	5	4	8	3
сарымсаков	3	3	8	3
сафеке	3	3	8	3
сыйлыбай	4	3	8	3
тобосская	4	4	8	3
херсковиц	8	4	8	3
хоршаһра	4	4	8	3
дефорж	8	3	7	3
калымщик	6	3	7	3
кастилия	3	3	7	3
клотильда	3	3	7	3
мәчин	6	3	7	3
түріккомиссия	3	3	7	3
уақыйға	5	3	7	3
эгенсон	4	3	7	3
аспанқора	3	3	6	3
әбужәһіл	7	3	6	3
әмірханова	3	3	6	3
буффало	3	3	6	3
демонизм	3	3	6	3
дульсинея	3	3	6	3
есентуки	3	3	6	3
зиусудра	3	3	6	3
конгрегация	5	3	6	3
конфуциан	6	3	6	3
кудреванько	3	3	6	3
қалмақтолағай	4	3	6	3
қандыаю	6	3	6	3
құбайра	3	3	6	3
лубянка	3	3	6	3
мираншах	5	3	6	3
митенька	3	3	6	3
полицентризм	6	3	6	3
селсовет	5	3	6	3
тривандрум	5	3	6	3
тұрсынбике	3	3	6	3
тяньцзин	4	3	6	3
хоробрых	7	3	6	3
экзотеризм	6	3	6	3
москв	6	6	848	2
трансцендент	30	18	115	2
жеккөр	12	15	75	2
жандүние	14	16	66	2
жәйтта	6	6	65	2
қоңтаж	4	4	51	2
мифоэпика	13	13	49	2
бейсемб	5	5	44	2
дифференция	16	13	38	2
тетрахорд	32	17	36	2
трансцендентал	8	4	36	2
календа	6	6	33	2
жонарқа	8	7	32	2
қойкел	6	3	31	2
сиырқұйымшақ	4	4	29	2
яровизация	19	14	28	2
қарғабой	5	4	23	2
перманент	5	3	21	2
субьектив	8	3	19	2
тройцкі	4	4	17	2
элеат	8	4	17	2
егоровка	9	8	16	2
петровскі	4	4	16	2
аргиппей	10	5	15	2
қолшапалақ	6	5	15	2
клиентела	12	7	14	2
көппартия	4	4	14	2
маһирон	10	7	14	2
прагмема	12	7	14	2
редсмири	10	7	14	2
реификация	7	6	14	2
жаманке	6	6	13	2
коннотатив	6	3	13	2
пруссак	10	5	13	2
сиянби	11	6	13	2
бірмезгіл	6	3	12	2
доббин	10	6	12	2
күландаз	12	6	12	2
мәкка	5	5	12	2
миметизм	9	6	12	2
раушенбек	13	6	12	2
росинант	13	6	12	2
гексаграмма	6	4	10	2
грушенька	4	4	10	2
ертұяқ	12	5	10	2
жалайырхан	6	5	10	2
жамбылбел	8	5	10	2
кінған	7	5	10	2
ләззатбал	12	5	10	2
массовка	3	3	10	2
метафорология	6	5	10	2
нәлқара	5	5	10	2
окленд	7	4	10	2
саутдаун	8	5	10	2
субкод	9	5	10	2
тетрада	4	4	10	2
фарқағад	11	5	10	2
шабшак	10	5	10	2
бензоколонка	3	3	9	2
варенька	3	3	9	2
философема	6	3	9	2
энергетизм	4	4	9	2
амангерей	6	4	8	2
бейракрс	9	4	8	2
бугеев	10	4	8	2
ғалатнама	4	4	8	2
ғамири	5	4	8	2
діләфруз	9	4	8	2
естігүл	7	4	8	2
жаппарқұл	6	3	8	2
жартыетек	8	4	8	2
жаседіл	8	4	8	2
ждақай	6	4	8	2
жекешұнақ	8	4	8	2
идеологика	4	4	8	2
кәждембек	8	4	8	2
керафил	11	4	8	2
кифара	3	3	8	2
көлшүнгент	8	4	8	2
құнанбел	10	4	8	2
құрбанкүл	10	4	8	2
маруарт	8	4	8	2
нәзігүл	11	4	8	2
нөкербай	5	4	8	2
сартқара	4	4	8	2
синсизи	7	4	8	2
сиогун	7	4	8	2
суперквартал	9	4	8	2
таңшолақ	10	4	8	2
теміраяқ	10	4	8	2
трибхувана	4	4	8	2
хабаровскі	3	3	8	2
брайтон	5	3	7	2
жұбеке	3	3	7	2
микрокредит	5	3	7	2
парахот	5	3	7	2
секвенция	4	3	7	2
абдулуаһап	7	3	6	2
австралопитек	7	3	6	2
ангирас	6	3	6	2
афласон	4	3	6	2
әйдербек	7	3	6	2
багозаков	3	3	6	2
бегімана	3	3	6	2
бейсекеш	9	3	6	2
бибінияз	8	3	6	2
богдановка	3	3	6	2
бромптон	5	3	6	2
вулич	7	3	6	2
дәумама	3	3	6	2
дипломатка	3	3	6	2
елісхан	4	3	6	2
еркеатан	4	3	6	2
жамантелпек	7	3	6	2
жамнұн	3	3	6	2
жәнехан	3	3	6	2
жоржетта	3	3	6	2
зәуреней	4	3	6	2
интенцияшіл	6	3	6	2
казачи	6	3	6	2
казбич	7	3	6	2
кандуха	3	3	6	2
кетедал	8	3	6	2
колодкі	3	3	6	2
колумкилли	4	3	6	2
көкшоқат	5	3	6	2
кроуфорд	7	3	6	2
күлзайра	3	3	6	2
қайырсынов	6	3	6	2
қалтон	4	3	6	2
қангерман	5	3	6	2
қандыөзек	6	3	6	2
қанжарқан	3	3	6	2
қанкөшек	7	3	6	2
қасенхан	4	3	6	2
қашимшим	6	3	6	2
қәдірхан	4	3	6	2
қосмалия	3	3	6	2
лапландия	3	3	6	2
мақтымхан	4	3	6	2
мәнжал	8	3	6	2
мейізкүл	5	3	6	2
нарқұла	3	3	6	2
ознобин	6	3	6	2
орайнатан	3	3	6	2
остроухов	6	3	6	2
отыкен	4	3	6	2
пахраддин	6	3	6	2
перверсия	3	3	6	2
пифия	4	3	6	2
ресторация	3	3	6	2
сартоқай	3	3	6	2
сейдхарта	3	3	6	2
символат	6	3	6	2
синергизм	6	3	6	2
соуллилья	3	3	6	2
сұркөк	7	3	6	2
таңдайбай	4	3	6	2
тобосо	3	3	6	2
томагавкі	6	3	6	2
төлегатай	4	3	6	2
уәзірхан	3	3	6	2
ұйғырия	3	3	6	2
үйезнай	3	3	6	2
хасенміл	8	3	6	2
цинцендорф	5	3	6	2
чэдвик	6	3	6	2
шаймұза	3	3	6	2
шерқуат	3	3	6	2
шүршітпай	4	3	6	2
эллора	3	3	6	2
құлаге	18	19	389	0
петербо	9	9	287	0
сұлтанмахмұ	3	3	203	0
доссо	11	10	192	0
кызме	3	3	185	0
өлкета	29	12	183	0
көрсеқыз	22	14	182	0
туркеста	3	3	182	0
көрұғл	15	17	180	0
конгре	12	11	177	0
әбілхайы	7	7	167	0
көзбоя	53	18	162	0
тәкәппа	21	15	162	0
орманбе	3	3	151	0
тәттімбе	3	3	150	0
кесепа	3	3	149	0
зейнолл	3	3	142	0
шалажанс	5	3	141	0
байшұб	13	13	136	0
тәңірбер	13	9	126	0
заңдастырыл	13	9	110	0
мұхамеджа	4	3	110	0
сеніңкіре	9	9	110	0
начальни	12	4	107	0
сәудег	13	10	102	0
өркения	4	5	98	0
хайдегг	10	11	98	0
өнебой	8	8	95	0
әбілмансұ	5	5	92	0
абдрахма	3	3	91	0
есенгел	8	5	91	0
шәһә	14	15	91	0
сәйкестендіріл	15	10	89	0
қожаназ	6	6	86	0
совнарко	9	8	85	0
бәйімбе	3	3	84	0
узбекиста	3	3	84	0
монасты	19	12	81	0
хантәңі	9	9	80	0
қызыләск	14	11	79	0
отансүй	12	8	79	0
рационалис	10	5	78	0
бозжіг	3	3	77	0
ыбраһ	4	4	75	0
есмағамбе	3	3	73	0
обьек	24	14	73	0
детдо	6	6	72	0
тайсой	6	6	71	0
еспембе	3	3	68	0
көптом	11	7	68	0
өнбой	8	8	68	0
төлепбер	6	5	68	0
іштарт	10	9	68	0
афганиста	3	3	67	0
сакраль	26	13	66	0
құламер	7	5	65	0
төремұра	3	3	65	0
жиембе	3	3	64	0
нұрмағамбе	3	3	64	0
өтежа	4	3	64	0
сеньо	21	15	64	0
гиппокра	3	4	63	0
мирзоя	4	3	63	0
тәңірта	9	9	63	0
телқоңы	9	9	62	0
шпенгл	4	4	61	0
позитивис	12	6	60	0
берншта	4	3	57	0
манифе	8	7	57	0
мізбақ	10	7	57	0
прафор	9	8	57	0
құлбол	11	8	56	0
ормамбе	3	3	56	0
тәкабб	10	6	56	0
кішіта	8	8	55	0
атағоз	5	5	54	0
әндіжа	4	3	54	0
карфаге	5	4	54	0
чингисха	3	3	54	0
менмұнда	3	3	53	0
пригово	13	10	53	0
флобе	6	6	53	0
ақшымыра	6	6	52	0
робеспь	5	5	52	0
бәзбіре	15	10	51	0
дінта	9	9	51	0
сәтемі	4	4	51	0
туркмениста	3	3	51	0
керқұ	7	5	49	0
қаракөзай	5	5	49	0
түркіменста	4	3	49	0
мергенба	3	3	48	0
кадрле	12	11	47	0
керегета	3	3	47	0
амбивалент	19	10	46	0
кетбұ	10	7	46	0
көзкөр	10	8	46	0
наркомпро	5	4	46	0
субстанционал	7	4	46	0
сулейма	3	3	46	0
тескента	4	4	46	0
антропоморф	13	6	45	0
жылкел	7	4	45	0
казахстанц	3	3	45	0
тайкелті	5	5	45	0
жылқайд	6	6	44	0
иконожаз	42	22	44	0
келмембе	3	3	44	0
страбо	4	3	44	0
әбдіғап	5	5	43	0
баяруна	6	5	43	0
дагеста	3	3	43	0
дәуітба	4	3	43	0
қаражіг	3	3	43	0
режиссерла	7	8	43	0
татья	3	3	43	0
концептуал	8	4	42	0
магоме	4	4	42	0
оразкел	8	5	42	0
тамерла	3	3	42	0
базбіре	11	9	41	0
жаскеле	7	7	41	0
имантайұ	3	3	41	0
киргизда	9	9	41	0
көзтүрт	9	4	41	0
күнәкә	5	5	41	0
лобно	8	7	40	0
мұхаме	3	3	40	0
қаражанба	3	3	39	0
қарамер	5	4	39	0
легитим	21	9	39	0
сейпілмә	13	8	39	0
хақназ	5	5	39	0
колонизато	18	10	38	0
нарманбе	3	3	38	0
сұлтанғаз	3	3	38	0
адамдік	7	4	37	0
гүлжауһ	8	9	37	0
қойгел	7	4	37	0
наманга	3	3	37	0
культте	9	7	36	0
кьеркего	5	5	36	0
начальниг	5	3	36	0
постмодернис	8	4	36	0
таскөмі	6	6	36	0
гауһарта	3	3	35	0
жаңабаты	5	5	35	0
келімбе	3	3	35	0
көксоқ	6	4	35	0
қайсібі	5	5	35	0
нарымбе	4	4	35	0
пакиста	5	4	35	0
пастьб	3	3	35	0
сатыпал	8	4	35	0
сейфүлмә	6	4	35	0
субстанциал	16	8	35	0
үкіба	3	3	35	0
ханкел	9	6	35	0
госпла	3	3	34	0
жұмсартыл	8	5	34	0
қаракеңгі	5	5	34	0
соссю	4	4	34	0
таджикиста	3	3	34	0
такежа	3	3	34	0
алдоңғ	5	5	33	0
килогра	3	3	33	0
құттымбе	4	4	33	0
македо	3	3	33	0
момышұл	5	3	33	0
мұғажы	21	14	33	0
симуляк	13	9	33	0
бескемпі	7	6	32	0
зороаст	6	5	32	0
көлқайн	6	6	32	0
мауреннах	8	8	32	0
мәлікаж	10	5	32	0
нармамбе	3	3	32	0
фундаментал	6	3	32	0
шолаққор	4	3	32	0
жоямер	5	4	31	0
казкрайко	6	5	31	0
конвенционал	12	5	31	0
қожамберд	5	5	31	0
ақтамберд	5	5	30	0
бесоқ	7	5	30	0
кертолға	7	5	30	0
советста	4	3	30	0
шендестіріл	6	6	30	0
ақсұқсы	6	6	29	0
аштарха	4	3	29	0
дискурсив	7	3	29	0
зеравша	4	3	29	0
құдайназ	4	4	29	0
тайбуры	4	4	29	0
уәлибақ	4	4	29	0
шұбарайғы	4	4	29	0
досмағамбе	3	3	28	0
кызметк	6	4	28	0
қарасоп	4	4	28	0
тұрымбе	3	3	28	0
ақкезе	5	5	27	0
әлмағамбе	3	3	27	0
григоря	3	3	27	0
жексемб	4	4	27	0
индивидуаль	8	4	27	0
кылмыске	4	4	27	0
маңсуал	6	4	27	0
парадоксал	11	4	27	0
священни	10	3	27	0
структуралис	12	6	27	0
сюнн	11	6	27	0
түптамы	7	6	27	0
шаһкә	6	6	27	0
шәкәрімта	9	5	27	0
басқалардік	7	4	26	0
бахадү	4	3	26	0
бұқареке	4	4	26	0
ғауазха	6	7	26	0
кайратке	4	3	26	0
мандельшта	3	3	26	0
мыңжылқ	3	3	26	0
новосібі	5	5	26	0
тәжриб	3	3	26	0
тәңіртек	10	6	26	0
тынышбайұ	4	3	26	0
ақтолқ	7	4	25	0
баймағанбе	3	3	25	0
бибіжа	4	3	25	0
бодле	4	4	25	0
джезказга	3	3	25	0
индустриал	6	3	25	0
исфаха	4	3	25	0
контрас	14	8	25	0
менанд	3	3	25	0
панисламис	8	4	25	0
петербу	6	6	25	0
пржевальски	3	3	25	0
пролетарийла	6	6	25	0
садуақасұ	3	3	25	0
сиуңн	8	5	25	0
жалмамбе	3	3	24	0
иконжаз	19	12	24	0
люциф	5	5	24	0
нұрқож	3	3	24	0
өтепбер	5	4	24	0
предици	32	12	24	0
протаго	3	3	24	0
сәрга	3	3	24	0
тілеуберд	4	4	24	0
ақтаңге	4	4	23	0
каузаль	7	3	23	0
көпқұ	5	4	23	0
көтібарұ	3	3	23	0
оразмағамбе	3	3	23	0
саршоқ	5	5	23	0
сарысоп	3	3	23	0
губисполко	5	4	22	0
жылгел	6	3	22	0
кроват	8	5	22	0
кутригу	12	7	22	0
малкел	6	3	22	0
меһірба	6	5	22	0
монологте	8	8	22	0
окружко	5	4	22	0
субьек	10	7	22	0
төңірекшы	6	6	22	0
үлімжіұ	4	3	22	0
ақтанке	4	4	21	0
бәймембе	3	3	21	0
бүрсікү	3	3	21	0
кальвинис	16	8	21	0
құнек	3	3	21	0
мәуреннах	7	7	21	0
орынтағ	5	3	21	0
орыстіл	8	3	21	0
сейітқаз	3	3	21	0
тұзбайы	4	4	21	0
хосро	4	4	21	0
шахтерла	6	6	21	0
шәріпха	4	3	21	0
экзистенциалис	8	4	21	0
альциаг	9	5	20	0
беломо	3	3	20	0
билікқұ	4	3	20	0
ғүма	3	3	20	0
дәулетия	3	3	20	0
драмтеа	5	5	20	0
жомоқ	11	6	20	0
жүзжа	4	4	20	0
кисловодскі	4	4	20	0
контрреволюционе	8	4	20	0
корифей	8	5	20	0
қойсой	7	4	20	0
латынамерика	3	3	20	0
манчжу	8	5	20	0
нарынқұ	4	4	20	0
одноаульц	4	4	20	0
оразмағанбе	3	3	20	0
райисполко	5	5	20	0
спиритуалис	6	3	20	0
түнға	4	4	20	0
шаһария	8	5	20	0
ақгвардия	12	6	19	0
ақжона	3	3	19	0
ардакүре	5	5	19	0
аюалпа	7	7	19	0
волисполко	4	3	19	0
гадаме	3	3	19	0
денешынық	3	3	19	0
дубски	3	3	19	0
жайтте	3	3	19	0
келімберд	3	3	19	0
қоқанлоқ	6	3	19	0
саудег	9	6	19	0
сыбызг	3	3	19	0
аллабер	4	3	18	0
бекқұ	5	4	18	0
бірмезет	10	5	18	0
есімжа	4	3	18	0
жүмеке	5	5	18	0
көкбоза	3	3	18	0
құдайбердіұл	6	4	18	0
мауараннах	5	5	18	0
мүғалі	3	3	18	0
оңғалбаевта	4	4	18	0
сарыкеңгі	3	3	18	0
субэтно	4	4	18	0
сұлушоқ	5	5	18	0
эксплицит	6	4	18	0
якобин	6	6	18	0
алкора	3	3	17	0
антиго	3	3	17	0
аримасп	5	3	17	0
әділқаз	3	3	17	0
бекбула	3	3	17	0
көкқамы	5	5	17	0
навуходоносо	3	3	17	0
новато	5	3	17	0
нұрымбе	3	3	17	0
өрбітіл	3	3	17	0
размағанбе	3	3	17	0
репрезентатив	8	4	17	0
секуля	3	3	17	0
семейта	4	4	17	0
сұлутө	4	4	17	0
тасқор	4	5	17	0
таспаке	6	6	17	0
тереңдетіл	6	3	17	0
тұрмағанбетұ	3	3	17	0
утригу	8	5	17	0
шаһмұра	3	3	17	0
шырайнал	5	3	17	0
этрускі	11	6	17	0
айғыркі	6	6	16	0
ахметта	10	6	16	0
досмұхамбетовте	3	3	16	0
жертараб	6	5	16	0
жетіқоңы	4	4	16	0
қанышай	4	4	16	0
митрида	3	3	16	0
некаһла	6	5	16	0
объективтендіріл	3	3	16	0
парламентарийла	5	5	16	0
ротмист	5	5	16	0
сарышоқ	4	4	16	0
символис	6	3	16	0
социолек	14	8	16	0
тілепбер	5	4	16	0
усуньде	5	5	16	0
үлигээ	13	8	16	0
адамдардік	5	3	15	0
арамқатқы	4	3	15	0
белқұ	5	5	15	0
бөтента	6	6	15	0
қаражүз	9	4	15	0
қобылеке	3	3	15	0
лениного	3	3	15	0
меңдісұл	3	3	15	0
нұрмамбе	3	3	15	0
олардік	5	3	15	0
протокосмо	3	3	15	0
садвака	4	3	15	0
сәменбе	3	3	15	0
сингуля	10	6	15	0
согдиа	4	3	15	0
сойылсоғ	10	6	15	0
сөзқұ	9	4	15	0
тобеке	3	3	15	0
түнқа	3	3	15	0
фототіл	7	4	15	0
хасанха	5	4	15	0
штуце	6	5	15	0
ауыздыба	3	3	14	0
әбілсей	3	3	14	0
байқоз	3	3	14	0
глосте	6	5	14	0
ғажапла	4	3	14	0
жамһү	6	7	14	0
керуенба	4	3	14	0
конфессионал	6	3	14	0
қарагөзай	4	4	14	0
құдайбе	3	3	14	0
қылшылбы	4	4	14	0
литфон	5	5	14	0
мажиқы	4	4	14	0
номиналис	6	3	14	0
өзімбілем	9	5	14	0
петрашев	7	5	14	0
сыпайге	7	3	14	0
таңшеб	6	6	14	0
тапжылт	6	3	14	0
туындатыл	4	4	14	0
